Sample,Deposit_group,Depth,Ag,Ag.2.Sigma,Al,Al.2.Sigma,As,As.2.Sigma,Au,Au.2.Sigma,Ba,Ba.2.Sigma,Bal,Bal.2.Sigma,Bi,Bi.2.Sigma,Ca,Ca.2.Sigma,Cd,Cd.2.Sigma,Ce,Ce.2.Sigma,Cl,Cl.2.Sigma,Co,Co.2.Sigma,Cr,Cr.2.Sigma,Cu,Cu.2.Sigma,Fe,Fe.2.Sigma,Hf,Hf.2.Sigma,K,K.2.Sigma,La,La.2.Sigma,Mg,Mg.2.Sigma,Mn,Mn.2.Sigma,Mo,Mo.2.Sigma,Nb,Nb.2.Sigma,Nd,Nd.2.Sigma,Ni,Ni.2.Sigma,P,P.2.Sigma,Pb,Pb.2.Sigma,Pr,Pr.2.Sigma,Rb,Rb.2.Sigma,Re,Re.2.Sigma,S,S.2.Sigma,Sb,Sb.2.Sigma,Sc,Sc.2.Sigma,Se,Se.2.Sigma,Si,Si.2.Sigma,Sn,Sn.2.Sigma,Sr,Sr.2.Sigma,Ta,Ta.2.Sigma,Th,Th.2.Sigma,Ti,Ti.2.Sigma,U,U.2.Sigma,V,V.2.Sigma,W,W.2.Sigma,Y,Y.2.Sigma,Zn,Zn.2.Sigma,Zr,Zr.2.Sigma
LasMercedes2_superficie,LasMercedes,superficie,0,5.116,81115.8047,3095.7036,0,7.0291,0,11.2388,272.4327,33.9116,764744.75,5840.7046,0,4.5784,5668.0054,128.5057,29.1451,3.979,464.8045,42.9888,0,79.9752,0,259.9184,0,1193.9957,133.6663,11.4404,97861.1484,320.1226,0,0,558.91,191.1465,430.4738,37.7097,0,6493.8442,4646.5093,435.2654,0,4.6162,26.8449,2.0405,351.2634,81.3747,294.4059,23.2942,6325.6084,464.9742,50.9091,3.5065,283.9701,56.6931,16.0054,2.0913,0,0,0,139.7124,0,22.7821,0,192.6047,0,3.1937,25637.8418,490.8484,0,12.4806,800.065,4.6232,0,0,12.86,2.1618,9107.5732,1506.7051,0,8.7905,314.9418,228.1346,0,45.8828,266.6494,4.0325,276.5269,11.5419,308.9441,4.5735
LasMercedes2_superficie,LasMercedes,superficie,0,5.3554,75265.9297,2743.9116,0,6.9844,0,10.312,214.9274,35.5906,774684.4375,5188.4258,0,4.2781,5302.2837,121.7071,24.9171,4.1488,460.5411,45.3733,0,71.562,0,304.622,552.0873,337.1025,124.4985,10.8456,98968.7031,308.9523,0,0,509.3556,181.0286,424.8625,39.798,0,5820.0146,3651.0339,411.3605,0,4.3304,27.0166,1.9843,336.4413,85.8315,260.238,22.1954,5556.7222,409.9196,48.4933,3.3468,223.2933,59.6532,19.2672,2.1204,0,0,0,127.3463,0,15.5304,0,151.7953,0,2.9159,23440.5098,439.3748,0,13.3335,821.5093,4.5555,0,0,12.8867,2.0627,7888.395,1426.6698,0,9.8004,336.5156,214.8074,28.4162,14.4208,264.3014,3.9097,261.1054,10.9436,291.2778,4.3773
LasMercedes2_superficie,LasMercedes,superficie,0,5.1776,84439.4609,2927.3162,0,7.3568,0,11.3573,223.4686,34.8185,754589.0625,4947.8325,0,4.5292,5995.5283,130.2487,31.2959,4.136,410.187,44.161,0,76.693,0,266.7152,546.8571,351.3036,159.8963,12.1526,103575.6406,323.3755,0,0,618.399,192.0643,366.6422,38.7017,0,4917.2358,5263.687,435.855,3.3346,1.9075,29.0005,2.1248,268.5883,83.5473,319.9757,24.0934,6363.7275,454.3271,51.5219,3.5263,234.6614,58.3097,19.0143,2.2547,0,0,0,134.7492,0,16.4157,0,160.731,0,3.2192,26237.2852,484.3496,0,13.0302,883.1668,4.8696,0,0,12.1331,2.138,8034.3853,1482.1077,5.7514,3.7529,384.9238,223.4461,27.9329,15.4706,273.3524,4.0997,318.2584,12.3334,312.8022,4.6734
LasMercedes2_superficie,LasMercedes,superficie,0,4.6236,138222.9531,3587.6919,0,7.1132,8.371,5.5318,101.1938,30.5417,677706.3125,7675.0376,0,4.4718,6622.8799,142.766,23.9735,3.6224,162.3131,38.4391,0,70.9665,148.1532,108.052,0,1314.3831,191.0478,11.888,116888.5156,356.9646,0,0,858.7142,213.8338,206.7928,33.9215,0,9446.3145,4867.1079,410.35,0,3.4003,29.3579,1.9733,0,144.6318,332.7862,20.9518,7452.5649,443.2764,62.8127,3.4738,0,101.4163,21.2657,2.1178,0,0,366.4589,66.0101,0,12.9839,0,192.8639,0,2.9314,30795.084,480.7363,0,11.4569,916.1147,4.7534,0,0,11.3112,2.0467,10613.9238,1649.5964,0,9.7354,376.9086,251.518,0,0,289.5103,3.9656,349.3238,11.884,313.5773,4.4235
Guerrero4.1_superficie,Guerrero,superficie,0,5.0627,64391.9531,2104.0825,0,6.0279,0,9.8942,118.4551,33.3118,794290.9375,3819.4666,0,4.1802,6720.5151,121.4149,21.1879,3.9045,170.7257,41.8376,0,66.436,133.7085,92.7377,0,805.1517,154.8262,10.6939,78598.3281,266.2698,0,0,739.5176,171.951,250.7943,37.0424,0,4365.3643,4239.5586,371.5345,0,3.0833,20.332,1.7873,0,158.0456,255.2536,18.5172,5071.1597,379.201,46.5671,3.0536,0,110.7641,22.6317,2.0928,0,0,0,116.1084,0,18.3848,0,132.42,0,2.7625,37461.2148,521.071,0,12.4353,921.9727,4.4711,0,0,12.0569,1.9548,5348.0674,1064.2809,5.0268,3.4011,220.0592,159.26,0,30.4151,249.4733,3.5338,302.4267,10.8676,233.2026,3.856
Guerrero4.1_superficie,Guerrero,superficie,0,4.6578,74951.9141,2383.2664,0,6.1542,0,9.7613,170.8081,30.5511,769714.8125,4439.6362,0,4.2078,7588.0928,140.8741,15.6311,3.4933,221.9412,38.3184,0,70.4247,166.6823,94.5942,0,859.0654,178.4171,11.2123,82821.9766,273.4604,0,0,891.1449,197.9246,280.7766,33.8779,0,5166.3198,4543.8115,375.9866,0,4.0101,19.8924,1.7975,0,144.4667,257.007,18.6612,6157.7798,425.2775,45.9489,3.0475,0,112.0704,23.0694,2.1346,0,0,0,128.8247,0,18.4744,0,142.6546,0,2.785,43664.0938,589.7099,0,11.5246,979.5927,4.6194,0,0,12.0291,1.964,6463.7549,1253.2129,5.7282,3.4952,0,628.9683,0,35.3973,253.1573,3.5665,336.5681,11.4208,235.3384,3.9173
Guerrero4.1_superficie,Guerrero,superficie,0,4.9986,62806.1641,2319.9736,0,6.297,0,9.6798,150.9273,33.186,792529.75,4365.1377,0,4.3319,7089.7061,129.0243,9.6197,3.7179,229.5213,41.7408,0,71.991,161.7831,95.4084,0,887.4481,141.3145,10.6138,79836.7344,273.7404,0,0,856.6395,186.0262,279.5961,36.8681,0,5184.4189,4024.1846,382.5533,0,3.2053,19.9223,1.8075,0,157.1746,246.4444,18.833,5254.6895,418.0599,52.413,3.2326,0,129.5482,24.0856,2.1574,0,0,0,127.3281,0,13.3707,0,128.4829,0,2.6624,38657.4453,575.6786,0,12.2726,894.7048,4.5026,0,0,10.4669,1.9737,5677.709,1158.7998,5.4669,3.4514,260.4,173.4634,0,26.931,239.8305,3.5508,306.7277,11.168,233.7962,3.9219
Guerrero4.1_superficie,Guerrero,superficie,0,4.8548,65727.5938,2139.8596,0,6.4374,0,10.4066,151.6239,32.008,785156.9375,4146.3345,0,3.9352,7042.5093,131.8388,17.6304,3.6894,221.3282,40.235,0,66.6079,0,263.1989,0,818.2457,169.6609,11.2487,83404.2266,278.705,0,0,789.4781,184.9102,301.8815,35.6317,0,4957.0806,4434.7949,376.394,0,3.2114,20.9136,1.8486,0,151.5966,247.9881,19.9866,5234.4131,379.6625,52.4841,3.2432,0,129.1107,24.0102,2.1803,0,0,0,117.2178,0,16.8325,0,129.9584,0,2.8823,39135.7617,529.5082,0,11.9813,956.7062,4.6534,0,0,13.038,1.9542,6037.6685,1160.8817,5.4145,3.5308,0,591.8033,24.8639,13.6787,257.8467,3.6694,331.5935,11.5759,239.6039,3.9985
Guerrero4.1_superficie,Guerrero,superficie,0,4.8415,74771.1172,2187.2637,0,6.2635,0,10.313,115.4338,32.5822,771117.5625,4085.8491,0,4.2227,7611.9883,135.9121,17.2726,3.7659,172.1182,40.9455,0,63.1235,0,191.542,0,890.4914,145.3445,10.6511,84013.75,275.4232,0,0,868.8195,190.4361,248.6347,36.2388,0,4630.2627,4427.0889,367.629,0,3.1944,18.0984,1.8139,0,154.4476,280.6887,20.1219,5695.9673,378.8182,49.5291,3.145,0,108.1226,23.0367,2.1846,0,0,0,116.0963,0,13.1702,0,150.8607,0,2.8626,42230.8828,531.5571,0,11.9875,964.8611,4.6363,0,0,8.5859,1.8834,6377.9058,1204.6858,8.1553,3.5762,0,630.7468,0,0,259.2696,3.648,336.9451,11.4802,236.9475,3.9571
Guerrero4.1_superficie,Guerrero,superficie,0,4.5388,75588.125,2603.7336,0,5.9806,0,9.1376,124.1092,30.1097,772811,4051.4026,0,4.1084,7348.312,126.9117,18.239,3.4905,201.6927,37.8943,0,76.5626,156.8199,91.4012,0,788.04,169.3656,10.6094,84075.5859,263.7014,0,0,803.692,174.741,225.3931,33.3946,0,4096.0469,4593.229,356.5168,0,3.0408,19.272,1.7519,0,142.9585,258.431,17.9887,5235.938,458.1615,53.8809,3.0856,0,99.9087,22.5813,2.0906,0,0,0,140.4765,0,13.146,0,141.9426,0,2.6041,40468.5117,637.0321,0,11.1786,980.4207,4.4515,0,0,11.3639,1.8973,5974.4502,1104.9038,9.3299,3.4466,0,570.4166,0,38.4669,266.1804,3.517,339.1757,11.0339,244.9355,3.8183
Guerrero4.1_superficie,Guerrero,superficie,0,4.7468,73854.6406,2246.1858,0,6.2658,0,9.7671,116.7172,32.3485,772441.6875,4208.6416,0,4.1448,9102.665,150.2045,14.94,3.7094,178.1542,40.6616,0,65.3613,0,249.8349,0,891.9286,155.3999,10.8459,81256.1328,274.2167,0,0,959.0371,198.1969,237.4021,35.9346,0,4797.4844,4180.4116,378.5645,0,3.1154,18.909,1.7694,0,153.5569,242.115,19.6226,5777.54,390.9772,51.6477,3.2063,0,107.5016,21.8022,2.093,0,0,0,118.5283,0,13.0963,0,142.109,0,2.8358,43188.8281,548.4757,0,12.0871,942.0632,4.5859,0,0,11.4856,1.9482,6447.332,1216.42,0,9.8815,0,627.4649,0,25.5705,252.8075,3.6083,314.3441,11.2091,233.9729,3.9316
Guerrero4.1_superficie,Guerrero,superficie,0,4.8825,67266.9688,2089.1082,0,6.339,0,10.1728,105.3656,33.1216,780478.8125,3800.2476,0,4.4727,6486.415,119.168,11.1557,3.7505,166.6935,41.6518,0,65.7059,0,238.8157,0,784.3654,157.8455,11.0632,85269.1484,279.2809,0,0,744.3711,170.467,250.7857,36.8796,0,4273.2227,4901.5171,380.5515,0,3.1706,19.9079,1.8,0,157.0098,292.3969,20.8707,5549.0254,375.7238,49.6509,3.178,0,110.1188,22.4841,2.1035,0,0,0,114.6426,0,13.3757,0,118.9746,0,2.8812,41056.0312,522.8788,0,12.4348,936.1113,4.6073,0,0,8.7385,1.9548,5385.2783,1062.8262,0,8.525,0,557.3294,0,38.783,258.0775,3.6713,336.148,11.648,247.0941,4.0207
Guerrero4.1_superficie,Guerrero,superficie,0,5.0637,68216.4062,2167.1887,0,6.355,0,10.2031,135.7319,33.0097,780997.75,3949.1082,0,4.2664,10376.1621,153.1542,11.3661,3.7285,246.1731,41.6483,0,66.0139,216.0936,95.3546,0,919.5255,152.2498,10.8857,78624.7891,272.5834,0,0,925.3707,185.7232,308.6418,36.8279,0,4409.7314,4156.6772,383.8282,0,3.1375,19.0833,1.7814,0,156.8732,247.7707,18.961,5614.3701,388.6662,51.3053,3.2165,0,129.6663,23.2805,2.1124,0,0,0,117.7753,0,18.4757,0,156.8712,0,2.8389,41962.1914,542.4926,0,12.3075,915.1963,4.5571,0,0,10.1683,1.947,5743.2007,1151.866,0,8.7305,250.7301,171.8232,0,38.6661,251.9354,3.6328,308.0316,11.2148,235.3132,3.9486
Guerrero4.1_superficie,Guerrero,superficie,0,4.8988,53879.7852,2162.7375,0,6.341,0,10.1711,105.1801,32.3656,810389.625,4361.6338,0,4.2833,5677.2192,103.9567,17.139,3.7455,179.5583,40.7378,0,68.7671,153.0847,94.4077,0,725.8028,154.9689,10.9,77671.4609,270.5765,0,0,658.3015,152.8738,258.6925,36.0628,0,5591.8384,4434.6416,386.0931,0,3.1854,18.9922,1.8163,0,153.9119,228.2601,18.3512,4637.5659,392.9579,48.8791,3.1754,0,121.1815,23.7775,2.178,0,0,0,118.1842,0,13.1667,0,103.6468,0,2.643,35029.1211,545.5033,0,12.124,923.001,4.5657,0,0,14.4581,2.0694,4508.6758,932.86,6.5978,3.5144,187.8024,138.6899,0,0,250.5462,3.6167,309.1223,11.1454,233.5295,3.9406
Yagrumo_profundo,Yagrumo_profundo,profundo,0,5.0453,102786.9219,2878.4697,0,10.874,0,9.7596,60.6557,32.7649,749468.625,4897.938,0,4.6515,2993.7756,99.261,25.4512,3.9091,322.9894,41.9906,0,67.549,267.088,108.23,621.6344,403.4905,110.3364,10.0722,113422.8594,324.8275,0,0,171.9254,164.0115,356.3717,37.0418,0,4917.8867,2774.7288,411.3525,0,4.8022,36.6446,2.0277,0,226.5974,272.0215,20.2593,3602.7646,331.1825,55.221,3.3391,0,148.4319,6.3017,1.7367,0,0,0,114.1655,0,16.5045,0,173.0106,0,2.5984,10653.6016,300.1724,0,12.3303,578.9391,3.7206,0,0,10.4596,2.0347,10196.875,1685.4872,7.2863,3.1129,453.5242,256.6564,0,0,252.9789,3.6975,136.1205,7.9425,353.8782,4.3642
Yagrumo_profundo,Yagrumo_profundo,profundo,0,5.1323,94991.9219,2835.3398,0,9.7643,0,11.0616,0,102.8513,764765.625,4871.4556,0,4.3901,2804.6033,92.0687,22.592,3.9974,340.2752,43.3446,0,67.1399,244.5957,106.6032,599.8886,380.2982,88.656,9.4684,107625.625,313.8701,0,0,0,301.6938,320.0981,38.0385,0,4971.3716,2129.3706,421.3923,2.8209,1.7797,37.1075,1.9941,0,158.3336,241.7631,19.5908,3623.4246,332.7494,50.828,3.287,0,107.0217,7.7257,1.6536,0,0,0,113.1523,0,14.7206,0,163.1929,0,2.8182,10178.4541,294.0037,0,12.8003,566.2882,3.6739,0,0,16.9767,2.1476,10103.1123,1592.4502,0,6.3234,389.8618,241.9668,0,0,251.844,3.6848,130.9431,7.8126,359.2578,4.3767
Yagrumo_profundo,Yagrumo_profundo,profundo,0,5.6517,86520.3281,3132.2429,0,8.0802,0,10.7271,68.9235,37.1883,773838.875,5428.3091,0,4.3541,2787.0679,99.7393,19.0272,4.3199,363.9118,47.7215,0,74.974,222.187,108.026,0,1523.2946,92.7719,9.7585,107501.7109,328.7082,0,0,0,343.4602,383.8647,42.0436,0,5564.6812,2248.3762,424.0953,5.4079,1.8586,34.8802,2.0147,0,227.2251,243.0889,19.9311,3333.7366,358.6191,51.8921,3.3386,0,134.4177,5.649,1.716,0,0,0,126.3675,0,15.0747,0,179.3355,0,2.8206,10062.6699,326.0134,0,13.7846,547.1294,3.6665,0,0,12.6609,2.0299,10301.3232,1757.7546,6.3035,3.0839,452.586,267.5323,0,0,240.0126,3.6555,138.9321,8.1311,352.7575,4.3934
Yagrumo_profundo,Yagrumo_profundo,profundo,0,5.0684,79142.8672,2694.3838,0,7.1181,0,10.6945,0,110.8252,787885.125,4784.646,0,4.294,2569.1692,86.7002,24.1729,3.979,430.5298,43.2723,0,69.016,370.4906,109.7313,485.9704,354.8784,77.3728,9.4061,103030.3203,318.2256,0,0,0,296.5149,405.9376,37.9797,0,5168.2744,2006.8811,430.4059,2.7886,1.8652,33.8044,2.0399,0,246.0574,180.3577,19.2243,3050.5552,320.7574,54.8976,3.4903,0,150.3072,5.3265,1.7043,0,0,0,114.5262,10.6159,6.9287,0,162.4993,0,2.8755,9090.9717,290.4051,0,12.6224,526.2224,3.6797,0,0,15.8906,2.1404,9388.9658,1491.4685,4.6594,3.0679,373.188,226.8708,0,0,236.2233,3.7119,132.0975,8.1383,350.1283,4.4673
Yagrumo_profundo,Yagrumo_profundo,profundo,0,5.0638,96141.1172,2775.749,0,7.2945,0,10.5952,0,93.9648,763466.3125,4984.1138,0,4.3231,3019.2361,99.2091,24.3668,4.0387,312.5294,43.4588,0,64.5672,454.6895,109.2976,0,1407.5161,72.6375,9.1565,107182.2578,328.1704,0,0,0,321.7285,329.476,38.2519,0,5135.5674,1951.1589,432.3135,0,5.5461,33.2839,2.0181,0,159.0049,211.8374,19.749,3450.9634,315.7994,60.3925,3.5257,0,107.6496,7.1833,1.7244,0,0,0,110.5689,0,13.8812,0,181.4023,0,2.8102,10685.0752,290.263,0,12.7352,541.0852,3.6668,0,0,12.7638,2.0424,10767.335,1693.6805,4.48,3.0361,403.4921,258.002,0,0,248.0903,3.7351,138.5182,8.1434,354.9596,4.4236
Yagrumo_profundo,Yagrumo_profundo,profundo,0,5.3398,79947.9688,3038.8379,0,7.761,0,11.0198,0,111.2339,781444.9375,5622.0747,0,4.5825,2858.1821,95.9493,25.6636,4.1491,341.1144,44.6234,0,78.4903,372.6223,115.432,574.3112,390.5124,78.6268,9.9012,107768.3984,337.7072,0,0,0,325.4362,348.8983,39.2499,0,6348.9526,2257.1926,444.2652,0,3.9085,34.1306,2.1447,0,177.9875,221.1398,20.9776,3010.9495,352.4404,60.4354,3.7696,0,165.0928,5.318,1.8282,0,0,0,124.2455,0,21.9868,0,171.7784,0,3.0331,9150.123,317.5131,0,13.0337,554.3523,3.9241,0,0,18.0591,2.3218,9567.3076,1638.6664,6.8053,3.3046,466.2165,249.216,0,0,244.6516,3.9247,130.4904,8.414,352.1805,4.6799
Yagrumo_profundo,Yagrumo_profundo,profundo,0,4.9291,100848.3828,2512.6873,0,7.2267,12.4337,5.9022,0,64.0705,753907,4262.8193,0,4.5884,3188.7385,98.3705,26.9197,3.8768,216.0583,40.9673,0,62.6344,359.4203,109.6123,0,1223.0184,91.9444,9.6702,111524.4453,331.1343,0,0,199.3655,158.5946,247.9334,36.0901,0,4040.4788,2044.3781,424.1802,0,4.0551,35.7557,2.0109,0,150.2085,239.9238,20.0449,3635.884,299.3081,62.2637,3.5468,0,101.6529,9.5511,1.7516,0,0,0,103.1968,0,13.1183,0,210.5426,0,3.1199,10664.2773,272.0501,0,12.1327,563.5845,3.7261,0,0,12.5618,2.1026,11000.4053,1621.6238,0,7.9903,365.2711,246.9815,0,0,249.3557,3.7328,133.0708,7.9836,361.0647,4.4525
Yagrumo_profundo,Yagrumo_profundo,profundo,0,4.9331,99253.5859,2686.1145,5.2995,3.6326,0,10.5242,81.6742,32.7878,757537.25,4774.2271,0,4.6437,2875.0596,94.4082,26.579,3.9206,320.1727,41.9034,0,64.5969,218.0013,109.1091,0,1295.5603,93.7906,9.713,109354.7734,328.0258,0,0,0,311.2687,315.8203,36.8482,0,4854.2412,2076.7695,422.0706,0,3.6606,33.9353,2.0376,0,213.3152,199.0745,19.0318,3596.9163,306.8839,52.7839,3.3761,0,109.6609,5.019,1.7366,0,0,0,105.9787,0,20.3075,0,202.0536,0,2.9942,10856.9395,282.8801,0,12.3922,550.1426,3.6979,0,0,11.4862,2.0726,11299.0859,1629.9269,7.853,3.1462,354.1929,248.3584,0,0,251.3577,3.755,141.2202,8.2158,361.5133,4.463
Yagrumo_profundo,Yagrumo_profundo,profundo,0,4.8575,102097.5625,3280.7988,0,7.1567,0,10.3163,0,94.0234,754226.6875,5477.1431,0,4.4599,2978.0068,92.2491,33.9906,3.8721,284.249,40.2624,0,78.0404,429.287,108.3375,655.6467,375.8598,96.5552,9.665,110291.4609,320.2232,0,0,173.1294,152.792,310.2076,35.4632,0,5706.5522,2160.3796,426.0935,0,3.7521,36.9675,1.9999,0,147.4402,221.5282,19.5834,3568.4487,380.2574,58.5532,3.4553,0,99.737,7.0501,1.6891,0,0,0,130.7517,0,14.187,0,161.3422,0,2.848,10584.3828,340.9493,0,11.9295,560.1168,3.673,0,0,16.2173,2.1552,10009.6436,1574.853,0,9.4651,466.8106,238.929,0,0,248.0775,3.6782,128.6031,7.784,356.4451,4.3807
Yagrumo_profundo,Yagrumo_profundo,profundo,0,4.8046,84976.4922,2536.4568,0,8.0349,0,10.3423,57.523,32.3327,780031.125,4134.1372,0,4.782,2584.0032,83.6253,35.2879,3.9889,350.2369,41.5454,0,67.2229,287.735,110.9939,0,1269.9626,72.0555,9.3972,105207.1484,329.4842,0,0,0,284.0371,380.4556,36.6467,0,3880.9854,2110.7725,437.4957,0,5.7895,36.9811,2.0781,0,197.5387,227.342,20.2456,3148.0676,307.8984,58.6844,3.5931,0,154.8905,5.2035,1.7243,0,0,0,103.3417,0,19.6886,0,164.7218,0,2.8306,9056.8311,276.1097,0,12.3316,557.8718,3.8203,0,0,13.7247,2.206,9600.3066,1464.5333,0,10.2338,355.3706,222.0947,0,0,243.7946,3.8007,130.62,8.1608,349.6755,4.5283
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.48,79174.5391,2471.6282,0,7.6503,0,9.4269,0,97.8612,791808.6875,4135.8672,0,4.1851,4881.6787,109.0099,25.1763,3.6576,256.6161,38.9744,0,69.2734,365.9687,101.7213,491.5229,317.3129,83.9229,9.0601,96150.0859,293.7685,0,0,341.0386,154.7482,293.5316,34.3632,0,4312.5571,2736.6123,401.0925,0,3.3314,27.9269,1.8414,0,143.0335,196.4715,18.3882,3411.9917,335.2436,45.6756,3.082,0,96.595,10.9035,1.7035,0,0,0,127.4007,0,15.8921,0,155.4657,0,2.749,10047.4795,297.103,0,11.3748,502.5106,3.3991,0,0,12.4334,1.9495,8121.5117,1343.225,4.0198,2.8367,355.0138,203.1902,0,31.9494,220.4024,3.3992,126.1177,7.6014,308.1744,3.9991
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.7235,81050.2031,2566.0776,0,7.0908,0,9.8048,0,66.501,788015.625,4432.645,0,4.0646,4937.6279,116.4223,27.7914,3.8219,286.8557,40.5482,0,69.7,239.6649,103.2823,497.1844,352.6494,92.5144,9.5841,96085.2422,298.9592,0,0,336.2242,164.6724,291.9377,35.6542,0,4647.0898,2816.5723,403.3461,0,4.6514,30.8252,1.9138,0,148.4982,250.903,19.617,3923.1404,351.6128,48.5561,3.2064,0,100.3891,9.661,1.7288,0,0,0,125.2853,0,13.0124,0,155.7287,0,2.7581,10619.3809,303.6469,0,11.866,503.6913,3.4696,0,0,12.6001,1.946,8862.583,1487.1187,5.0622,2.9279,378.4858,224.9595,0,0,223.345,3.4863,142.1118,8.0873,312.261,4.0987
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.8266,75685.4609,2429.8472,0,6.3152,0,9.1238,0,75.5312,798106.5625,4305.2012,0,4.1119,4693.7671,113.7282,28.7705,3.9327,221.5354,41.316,0,67.7121,239.8573,97.0271,554.1597,337.2776,81.6142,8.7205,93998.0703,282.3153,0,0,313.9226,162.2506,267.0321,36.4454,0,4761.2749,2439.5012,375.9363,0,3.2433,30.3848,1.7977,0,151.4097,219.3852,17.8976,3720.9622,337.6822,47.894,3.0276,0,102.4513,10.3568,1.6271,0,0,0,125.2389,0,13.1757,0,149.946,0,2.5718,9690.8291,291.0973,0,12.1317,497.8929,3.2648,0,0,13.9418,1.9428,8077.1494,1429.349,3.7202,2.7226,396.4918,215.7538,0,0,219.3132,3.2719,130.3264,7.3797,311.0987,3.87
Yagrumo_superficie,Yagrumo_superficie,superficie,0,5.0645,79262.9688,2572.876,0,6.5114,0,9.7722,0,111.5618,793874.1875,4430.1831,0,4.2955,4911.8389,116.9695,22.7377,4.0312,306.7731,43.539,0,72.6644,354.2669,101.0974,0,1192.7167,75.9931,8.896,92280.0156,295.0748,0,0,387.5742,170.1261,315.7313,38.3002,0,4610.9336,2751.5461,408.9565,0,3.4225,29.4852,1.8585,0,159.266,187.782,18.2173,3729.748,349.1559,49.6414,3.1918,0,107.8774,10.355,1.7174,0,0,0,132.0977,0,13.8626,0,188.374,0,2.7228,10766.4023,308.8718,0,12.8632,495.7594,3.3937,0,0,12.7939,1.9965,9159.9873,1463.9485,5.0838,2.8751,349.9476,222.1776,0,0,214.3443,3.3741,140.3499,7.9284,304.6926,3.997
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.9687,76865.0703,2316.5525,0,7.857,7.6535,5.5297,0,106.3584,797713,4028.5908,0,4.481,4850.7451,115.4586,21.4502,3.8171,229.1263,41.0587,0,65.8059,251.9964,102.5592,519.3588,339.8239,80.225,9.1541,92755.3203,295.8851,0,0,401.8138,167.8915,267.5067,36.2002,0,4206.3652,2604.4373,397.2492,0,3.4287,29.6944,1.8984,0,150.528,187.9065,18.3135,3677.0815,320.4466,54.2276,3.3416,0,102.1046,11.5578,1.7881,0,0,0,116.7181,0,13.1688,0,159.6901,0,2.9628,9724.2988,276.5585,0,12.0388,494.6819,3.4508,0,0,13.1872,2.0748,8202.0459,1438.8395,5.4976,2.9439,381.3943,217.3468,0,0,216.1911,3.4509,127.0695,7.7549,307.4412,4.0824
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.5586,99896.0312,2909.3086,0,6.3526,0,11.257,0,87.9706,766628.875,4523.6499,0,3.7933,5597.2158,120.7322,35.3899,3.8466,170.5102,39.2905,0,76.9696,218.9838,96.4096,585.6049,341.1031,97.2868,8.9353,97357.6328,281.7292,0,0,365.9943,162.2762,251.5415,34.7642,0,4359.6665,2444.3413,380.2976,0,4.6062,31.9447,1.797,0,144.6375,210.5183,17.3849,4017.0706,387.8416,54.2783,3.0922,0,97.8411,10.951,1.6558,0,0,162.6742,71.2183,0,15.261,0,152.3098,0,2.5829,11580.5674,338.9256,0,11.5405,511.9041,3.2555,0,0,14.5043,1.8752,8657.5479,1439.7632,6.0404,2.7651,426.7356,218.2391,0,0,225.1161,3.2597,128.6946,7.2229,312.0855,3.8218
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.8675,88956.5781,2591.5801,0,6.6567,0,9.339,55.0755,32.2696,777578.75,4549.353,0,4.4301,4961.6904,111.8439,28.4478,3.8992,267.6701,41.1833,0,67.9337,154.6261,98.6584,516.4902,326.5832,78.6275,8.7213,98444.5703,287.0824,0,0,358.1252,157.2387,325.4096,36.4036,0,4937.0181,2831.5979,382.6428,0,3.2867,28.4644,1.8118,0,155.1398,243.7742,18.3693,3619.6375,334.2679,57.216,3.2286,0,155.5227,8.9382,1.7163,0,0,0,122.6993,10.0738,6.6839,0,145.6678,0,2.6603,11614.2354,307.2767,0,12.0272,513.3331,3.3336,0,0,11.6648,1.9737,8245.5146,1380.9463,10.2901,2.943,400.1717,208.813,0,0,224.1243,3.3262,142.0895,7.679,312.8823,3.9126
Yagrumo_superficie,Yagrumo_superficie,superficie,0,4.8572,76292.9688,2341.3655,0,6.8982,0,10.2904,83.0824,32.8201,795769.4375,4190.2651,0,4.0571,5167.6855,126.3019,30.2765,3.9689,354.1939,42.0417,0,65.9583,242.176,103.6473,566.6309,358.5023,81.0139,9.2728,94611.3047,301.2319,0,0,384.1321,177.7284,348.9007,36.9755,0,4448.5181,2361.9236,414.4812,0,5.6348,30.4901,1.884,0,217.5847,214.6958,19,3560.3696,313.2084,53.1125,3.3209,0,176.6547,10.1967,1.6846,0,0,0,119.2758,0,16.5547,0,160.0197,0,2.8795,10136.1338,279.2922,0,12.4289,483.0431,3.4239,0,0,11.0161,1.9056,8175.5732,1517.3368,0,7.1091,383.7596,229.4539,0,0,216.7411,3.4644,123.8764,7.701,307.2538,4.0846
