Sample,Deposit_group,Depth,Ag,Ag.2.Sigma,Al,Al.2.Sigma,As,As.2.Sigma,Au,Au.2.Sigma,Ba,Ba.2.Sigma,Bal,Bal.2.Sigma,Bi,Bi.2.Sigma,Ca,Ca.2.Sigma,Cd,Cd.2.Sigma,Ce,Ce.2.Sigma,Cl,Cl.2.Sigma,Co,Co.2.Sigma,Cr,Cr.2.Sigma,Cu,Cu.2.Sigma,Fe,Fe.2.Sigma,Hf,Hf.2.Sigma,K,K.2.Sigma,La,La.2.Sigma,Mg,Mg.2.Sigma,Mn,Mn.2.Sigma,Mo,Mo.2.Sigma,Nb,Nb.2.Sigma,Nd,Nd.2.Sigma,Ni,Ni.2.Sigma,P,P.2.Sigma,Pb,Pb.2.Sigma,Pr,Pr.2.Sigma,Rb,Rb.2.Sigma,Re,Re.2.Sigma,S,S.2.Sigma,Sb,Sb.2.Sigma,Sc,Sc.2.Sigma,Se,Se.2.Sigma,Si,Si.2.Sigma,Sn,Sn.2.Sigma,Sr,Sr.2.Sigma,Ta,Ta.2.Sigma,Th,Th.2.Sigma,Ti,Ti.2.Sigma,U,U.2.Sigma,V,V.2.Sigma,W,W.2.Sigma,Y,Y.2.Sigma,Zn,Zn.2.Sigma,Zr,Zr.2.Sigma
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.4672,53740.207,2153.0139,0,6.8145,0,10.6117,64.3225,30.1839,783266.125,4266.5962,0,4.2167,1307.822,57.5376,0,6.4637,236.6711,38.3798,0,73.9532,396.4591,97.6239,442.3007,272.9713,187.6897,11.6664,82158.5391,279.2879,0,0,424.3977,149.8245,495.3497,34.4929,0,5426.1196,476.2744,397.5543,0,3.3904,23.5858,2.3,0,212.8292,202.1653,18.4818,4177.374,392.2565,60.802,3.4763,0,101.0895,0,6.6426,0,0,0,114.3463,0,18.643,0,127.3582,0,3.12,64029.8906,760.3215,0,11.2042,1192.1586,5.2329,0,0,14.2339,2.0659,5515.6289,1174.02,9.8511,3.9598,318.3461,177.1062,29.9444,13.9884,548.6393,5.243,404.1725,12.7704,277.0344,4.383
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.4387,50336.8008,1858.3999,0,6.4464,0,9.9027,140.9021,30.8778,789096.8125,3471.1487,0,3.9805,1260.2343,57.9702,0,6.4572,341.9718,39.2966,0,65.1331,420.0378,96.7357,409.5783,283.1709,177.8184,11.4272,80603.9453,275.4134,0,0,407.766,153.3345,622.2249,35.3811,0,4000.2334,519.3946,390.6928,0,3.4278,20.0147,2.247,151.5798,74.162,209.4919,18.6078,4180.7993,347.4674,50.8922,3.2536,0,159.6556,0,5.7153,0,0,0,98.3581,0,19.7458,0,137.4134,0,2.7832,62617.9492,678.9542,0,11.5793,1154.8779,5.1247,0,0,16.2513,2.0534,5682.876,1215.7024,14.4016,3.9936,336.6593,183.8643,40.3564,14.1617,532.3134,5.14,380.9483,12.3809,273.1279,4.3203
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.7425,55317.75,1990.1824,0,7.1173,0,11.2714,97.7381,31.8731,775741.125,3865.2051,0,4.7256,1353.7031,64.8504,0,6.7779,315.4421,40.6473,0,66.1699,315.3632,105.7999,0,1053.3551,188.912,12.5288,87760.8125,317.5846,0,0,420.5587,169.1905,599.1076,36.564,0,4441.2954,0,1170.5114,0,3.6314,22.5275,2.4653,124.318,76.808,223.7402,20.176,4427.7378,358.187,54.2365,3.5563,0,160.0316,0,6.9138,0,0,0,103.917,0,12.7241,0,210.3194,0,3.0268,63527.5469,696.2068,0,11.9639,1206.2949,5.6131,0,0,13.6282,2.2334,6660.9712,1366.8722,11.249,4.2763,302.7881,206.0413,56.9242,15.9277,561.4753,5.6542,419.2883,13.858,276.7667,4.686
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.6892,44442.0586,2070.7954,0,6.4271,0,9.6512,130.0444,31.7221,799804.375,3993.4319,0,4.2585,1322.7762,59.6673,0,6.6635,332.7322,40.3754,0,72.7032,386.5688,95.2415,0,1016.7988,170.5897,11.0978,81614.8281,294.6187,0,0,384.9551,153.9342,572.1419,36.2114,0,4893.4966,0,1262.9148,0,3.3022,20.8098,2.1901,178.873,76.4027,218.5737,18.4602,3758.873,390.1434,55.3765,3.2796,0,130.1575,4.4611,1.9398,0,0,0,117.0181,0,21.258,0,155.993,0,2.7561,57723.8906,748.7818,0,11.7086,1150.5698,5.0253,0,0,12.292,1.993,6167.6924,1214.2665,8.2761,3.7896,332.5095,184.3183,36.4707,13.8873,522.7496,5.0096,379.1751,12.1336,268.3196,4.2161
LosArroyos2.3_profundo,LosArroyos,profundo,0,5.0245,43331.1172,1950.7661,0,6.9252,0,10.4963,172.0959,34.815,798603.1875,3964.9602,0,4.5646,1341.0281,60.8035,0,7.2598,434.4496,44.5094,0,69.405,416.3297,101.1055,429.3541,296.1699,167.7302,11.7837,79155.2031,306.7556,0,0,322.8961,154.7025,675.9941,39.9125,0,4880.8257,0,1297.0048,0,3.5182,18.909,2.3464,314.5452,84.2991,197.6102,19.3319,4110.9233,372.2928,53.1667,3.4671,120.4626,58.3353,5.0455,2.1111,0,0,0,105.8011,0,13.9391,0,158.8761,0,2.9661,61467.7422,721.578,0,13.0701,1143.3291,5.3543,0,0,11.7379,2.1155,5955.8169,1269.9243,10.0834,4.0894,363.0001,192.2797,0,32.6,536.5607,5.4223,370.3653,12.8281,271.2683,4.5163
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.6329,46959.0586,2475.4102,0,6.651,0,10.6619,121.5055,31.5955,798180.375,4376.3535,0,4.3916,1130.276,50.402,0,6.78,319.7512,40.2127,0,87.4961,364.8959,98.7533,385.8284,245.4519,165.5561,11.5366,77789.7891,281.1501,0,0,325.7664,133.12,624.357,36.2502,0,5222.645,569.9607,412.1849,0,3.4842,23.0307,2.3238,183.599,76.1953,201.1245,18.9395,3848.334,456.6676,53.6262,3.4087,0,145.0579,3.3801,2.0273,0,0,0,136.866,0,12.7814,0,125.3952,0,3.0029,60648.8789,881.2471,0,11.8317,1119.652,5.2113,0,0,11.9496,2.0622,5428.5454,1056.6243,9.7197,3.9824,311.725,159.214,48.4505,14.8179,522.7021,5.265,374.627,12.7065,273.5014,4.4351
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.8383,52261.7969,1913.1012,0,6.6433,0,9.7382,141.8315,32.1681,783965.375,3925.3276,0,4.1763,1184.968,55.909,0,6.8689,348.973,40.9741,0,64.4938,329.5806,98.2475,497.9482,284.9559,172.1286,11.3258,85509.0156,305.6122,0,0,314.9841,143.967,607.7828,36.8162,0,4950.9419,0,1328.1306,0,3.4055,22.6535,2.3047,178.485,77.4528,227.4716,18.8824,4149.2559,342.3977,58.945,3.43,128.0428,54.0116,5.7771,2.0384,0,0,0,98.5095,0,19.3219,0,147.4838,0,2.8678,61680.3555,678.8756,0,11.9627,1221.7316,5.284,0,0,14.8639,2.0751,5329.8228,1227.2227,8.5216,3.9568,377.1048,184.4675,0,37.0407,562.9437,5.3001,418.0174,12.9112,281.6178,4.4144
LosArroyos2.3_profundo,LosArroyos,profundo,0,4.6613,47824.8828,2252.2263,0,6.7776,0,10.2509,146.2,31.0763,792736.1875,4304.3105,0,4.4825,1131.9166,51.6784,0,6.5774,365.9982,39.589,0,75.7163,505.6948,102.9027,419.8704,250.2972,175.0327,11.9845,81817.4766,313.1819,0,0,313.1835,136.731,603.0098,35.4896,0,5270.6802,0,1353.7273,0,3.5353,19.1755,2.324,162.1219,74.6779,189.4288,19.4388,3977.8154,403.4022,52.7354,3.4712,0,143.7829,4.4898,2.0711,0,0,0,119.7453,8.7306,6.3094,0,122.0088,0,2.871,62053.0508,790.0281,0,11.4655,1127.8853,5.3395,0,0,14.3229,2.1749,4853.1831,1080.8728,8.1752,4.039,311.5673,162.5624,28.8087,14.4852,513.1294,5.3292,365.4724,12.814,270.3918,4.5214
LosArroyos2.3_profundo,LosArroyos,profundo,0,5.0068,43869.1484,1959.9677,0,6.7812,0,10.7651,151.9184,34.5729,800964.8125,4132.3765,0,4.3399,1242.0825,57.9138,0,7.133,330.3607,43.8806,0,68.2306,386.2485,100.054,533.89,289.0239,176.2151,11.8643,79805.7969,309.7527,0,0,325.2242,150.9716,621.1125,39.4997,0,5264.4395,0,1381.5774,0,3.4813,22.1762,2.3395,0,214.0239,208.3439,19.3046,4208.021,376.9358,56.0113,3.4937,0,173.9046,3.0261,2.071,0,0,0,110.0027,0,20.9858,0,126.7947,0,2.9362,58984.5742,706.5599,0,12.9233,1137.4478,5.2804,0,0,14.9211,2.145,5295.7993,1245.2855,11.7888,4.0737,447.4937,187.5515,27.3137,14.4242,527.2978,5.3161,381.2475,12.8686,267.7191,4.4469
LosArroyos2.3_profundo,LosArroyos,profundo,0,5.0783,35880.3945,2006.1243,0,6.3255,0,10.8153,114.7886,35.4041,822344.6875,3855.3044,0,4.096,1071.5941,51.4684,0,7.3175,363.0947,45.2144,0,77.1323,311.1065,95.4709,494.0917,246.7532,165.6767,11.2016,78174.0156,297.6772,0,0,226.4458,133.7868,600.5347,40.4906,0,4811.5547,0,1352.9015,0,3.3318,21.4719,2.2283,171.1457,85.4505,202.3242,18.3389,3503.1785,390.8864,49.9544,3.2486,0,157.6991,0,6.4816,0,0,0,119.8207,0,15.0527,0,105.4481,0,2.8963,49388.2812,722.834,0,13.1803,1111.6949,5.0314,0,0,15.3129,2.0491,4305.6147,1069.1187,10.0907,3.857,328.7937,160.6399,0,43.1073,516.8281,5.0684,358.1861,12.0492,270.7291,4.2778
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.6599,37458.3359,1556.0419,0,4.5781,0,8.0928,0,49.9009,838076.3125,2763.0388,0,3.5074,993.5898,42.2092,0,5.5011,0,62.6679,0,72.0916,192.661,69.5335,247.9182,173.2911,96.5292,8.1835,44299.2656,207.9267,0,0,383.7165,116.8486,159.1185,28.0115,0,3377.1768,742.1611,321.4505,0,2.6364,11.8253,1.5662,0,114.8667,124.0321,13.561,2882.7449,333.9749,27.8721,2.3074,0,77.9432,5.6443,1.5276,0,0,0,109.293,0,10.3907,0,75.3755,0,2.2912,69424.2891,780.348,0,9.3321,626.1735,3.3439,0,0,9.231,1.588,3302.2573,757.1829,8.7962,2.7842,199.7282,113.8162,0,21.9231,280.6451,3.3357,259.6146,9.2262,187.4926,3.0484
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.9922,36424.6211,1372.3612,0,4.9455,0,8.3906,0,54.2858,833289.5,2759.7412,0,3.55,902.3716,42.7536,0,5.9736,0,68.2792,0,61.8567,203.7343,72.3298,0,614.2762,91.7169,8.487,43305.9102,216.3784,0,0,315.1632,119.4632,139.3227,30.4807,0,3561.6475,743.5452,344.0015,0,2.8462,12.0988,1.6545,0,125.3802,136.019,14.5321,2835.0029,294.185,29.1083,2.4664,0,84.8224,5.5214,1.6458,0,0,0,100.137,0,11.3007,0,105.3206,0,2.5286,76175.125,724.9144,0,10.2016,646.4804,3.5542,0,0,10.2514,1.6643,3814.2812,836.9624,11.501,3.0094,190.6273,125.0911,0,30.3864,284.3705,3.5141,240.8815,9.3501,192.8291,3.2358
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.6502,32715.4785,1410.6262,0,4.2638,0,8.2449,0,48.744,846882.125,2738.5813,0,3.4118,1011.7039,42.0159,0,5.3989,0,61.1566,0,69.7586,168.0336,62.671,0,498.6476,74.2763,7.516,34143.1445,191.5035,0,0,385.0461,115.148,161.9401,27.3726,0,3569.5857,843.258,316.6601,0,2.5564,12.3846,1.4867,0,112.2946,94.9226,12.4531,2813.1208,324.106,22.4566,2.1477,0,76.1185,6.45,1.4466,0,0,0,110.128,11.8607,5.1784,0,72.5207,0,2.2976,76428.4766,794.6448,0,9.1575,529.1418,3.0476,0,0,8.3743,1.5228,3059.9478,689.7316,6.2994,2.5667,0,353.7962,0,0,239.8542,3.0658,206.9737,8.2397,174.7415,2.8736
LosArroyos2.3_superficie,LosArroyos,superficie,0,4.3803,39967.0859,1303.1376,0,4.8963,0,8.4432,0,58.1509,820341.1875,2673.1418,0,3.8166,991.5925,43.7033,0,6.5024,0,73.2061,0,56.4204,249.8808,73.2701,0,637.2473,99.7674,8.4947,47388.2969,217.4237,0,0,320.1753,115.511,193.71,32.7643,0,3472.1968,818.9359,333.3035,0,2.7584,13.2561,1.6509,0,134.6608,137.2432,14.3924,3103.8362,273.8748,33.161,2.4899,0,91.2244,5.0386,1.6174,0,0,0,93.286,0,19.2,0,86.7952,0,2.3408,80734.8359,687.107,0,11.0487,689.838,3.5965,0,0,8.4808,1.6707,3918.1853,820.4158,10.9326,2.9896,208.3952,123.0408,0,30.982,297.42,3.5179,272.5119,9.6655,196.201,3.2208
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.7392,36591.9609,1507.8721,0,4.7462,0,8.2216,0,51.8031,832862.5625,2852.2485,0,3.502,955.684,42.6094,0,5.7173,0,65.0865,0,70.5886,149.1599,69.5351,0,591.2598,91.9422,8.1556,43643.6953,208.6541,0,0,320.866,114.7219,128.4579,29.0063,0,3620.5645,716.7121,326.1126,0,2.7007,14.9371,1.621,0,119.3957,128.5542,13.6975,3109.4563,332.0606,34.8105,2.476,0,80.9045,6.78,1.5429,0,0,0,111.6214,9.7736,5.4766,0,84.0884,0,2.3242,75758.1953,789.8898,0,9.7336,646.6293,3.4237,0,0,7.4738,1.5515,3898.3831,796.556,6.6874,2.7863,182.8644,119.8873,0,24.1436,293.2989,3.4348,249.6358,9.1425,191.5158,3.1071
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.9469,29978.9004,1230.4653,0,4.5262,0,8.6159,0,53.9662,856092.125,2678.2393,0,3.4258,887.6072,41.8362,0,5.9315,0,67.8727,0,59.9824,189.7778,68.4214,0,593.4891,79.5969,7.7962,41882.7188,205.4481,0,0,270.5772,114.4471,160.553,30.3147,0,3704.6074,578.1451,328.3182,0,2.6709,14.0923,1.5994,0,124.399,117.3818,13.404,2457.8259,269.0123,28.8822,2.3399,0,84.2438,7.0334,1.5302,0,0,0,91.9119,0,11.239,0,90.8045,0,2.3,62489.2812,650.8054,0,10.0964,639.7241,3.3879,0,0,9.0859,1.5695,3396.2571,787.5281,6.069,2.751,0,404.9991,0,0,290.0787,3.3983,228.6024,8.702,195.6353,3.1072
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.9689,28822.293,1394.7611,0,4.6819,0,8.2964,0,54.3009,851974.5625,2546.7659,0,3.1953,1079.6965,46.896,0,5.9281,0,68.2245,0,66.1025,265.3412,67.5395,0,598.4179,98.883,8.2168,40669.4922,201.7406,0,0,277.3968,119.1911,177.5231,30.4778,0,3077.6501,769.627,327.8304,0,2.6854,15.6384,1.6187,0,125.4294,99.5852,13.1014,2541.5508,307.7802,31.7014,2.4046,0,84.9595,5.498,1.5728,0,0,0,106.6528,0,15.8835,0,88.6946,0,2.3906,68353.5469,762.2595,0,10.1764,685.5584,3.474,0,0,10.4415,1.5504,3211.8574,794.1705,10.6845,2.894,174.3034,118.8748,0,26.4468,295.8056,3.4012,233.2135,8.7724,195.8101,3.1176
LosArroyos2.3_superficie,LosArroyos,superficie,0,4.3219,26523.4141,1303.9038,0,4.6146,6.4717,4.7649,0,59.9918,862744.3125,2499.8406,0,3.3313,813.6974,41.9015,0,6.5316,0,90.3909,0,65.1871,228.0026,68.9114,0,543.5384,74.9431,7.9469,38723.8281,206.525,0,0,178.6165,111.2718,225.7371,33.791,0,3140.9556,648.9064,331.0015,0,2.7808,12.8552,1.643,0,138.4317,107.6209,13.6835,2238.113,292.6764,25.277,2.3323,0,93.898,4.2018,1.5668,0,0,0,102.099,0,13.5864,0,75.8226,0,2.5187,62874.9258,716.5984,0,11.2274,631.7331,3.4771,0,0,9.4506,1.5756,3225.1458,777.5058,8.758,2.9024,0,371.1506,0,0,288.3242,3.4965,210.0671,8.6778,195.6146,3.2026
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.7547,50396.7539,1697.373,0,4.7845,0,8.416,0,49.9491,799432.625,3448.3584,0,3.3392,1139.2872,47.3039,0,5.572,0,62.8349,0,67.1579,171.8364,72.2145,0,690.8784,109.1367,8.4134,50888.8438,215.1225,0,0,403.187,124.8006,114.7072,28.0483,0,4621.9297,559.4755,324.4214,0,2.6809,13.9377,1.6087,0,114.9882,143.7474,13.9239,3266.6223,331.1327,35.3466,2.452,0,77.9029,5.7994,1.5618,0,0,0,114.6969,7.6462,5.2825,0,89.5465,0,2.3207,87543.9453,816.3558,0,9.402,705.4951,3.5199,0,0,9.8176,1.5687,4035.4053,871.5071,9.4235,2.8736,219.2394,130.669,0,22.7131,304.3867,3.4406,281.7163,9.4667,201.6563,3.152
LosArroyos2.3_superficie,LosArroyos,superficie,0,3.9784,38768.5508,1457.0393,0,4.5871,0,8.3711,0,53.0125,830783.875,2785.5957,0,3.3915,907.0926,42.2993,0,5.874,0,66.4155,0,65.1111,242.0679,67.0631,0,598.7711,77.1173,7.6965,39490.4336,200.871,0,0,304.3109,114.9825,167.4695,29.7126,0,3525.7537,658.4915,314.5653,0,2.6544,14.666,1.5875,0,122.019,114.7045,13.3323,2790.2695,311.2301,28.6583,2.3225,0,82.5973,6.3931,1.5224,0,0,0,107.7003,0,15.9242,0,84.8748,0,2.2978,80501.6406,776.4962,0,9.9773,623.7848,3.3397,0,0,8.5458,1.5423,3599.0725,791.7319,7.3027,2.7504,201.5692,119.0772,0,0,279.3861,3.3315,228.6815,8.6852,195.9398,3.0888
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.3417,42162.8477,1577.3177,0,5.4337,0,9.182,0,58.8388,786071.9375,3151.4282,0,3.8583,1452.5085,57.5037,0,6.5091,61.9085,37.3632,0,64.2053,213.0554,82.2411,0,804.6702,96.2344,8.8494,58213.4336,241.066,0,0,322.6906,133.9225,274.7026,33.4413,0,3894.3735,637.1247,387.5935,0,3.0056,22.3024,1.9715,0,137.8511,151.7292,15.6049,2841.7986,287.3869,39.0428,2.7678,0,93.3297,5.4198,1.5815,0,0,0,102.329,0,12.1545,0,101.4636,0,2.6011,100370.6484,835.5151,0,11.0806,525.1757,3.2908,0,0,11.1128,1.788,5229.7471,1028.6086,7.8584,2.8412,253.4161,155.3115,0,36.2951,427.3353,4.3627,366.1441,11.5282,241.8795,3.4764
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.4107,42329.2148,1820.7812,0,5.1957,0,10.3609,0,59.4979,777561.8125,3953.6804,0,3.8178,1398.0624,59.3081,0,6.5884,173.5307,37.9062,0,76.4277,236.9216,78.3035,0,802.4968,82.7148,8.2195,55013.0781,228.0473,0,0,297.4951,140.4171,372.6901,33.9088,0,5283.7134,665.7987,357.8617,0,3.8082,23.2053,1.9076,0,139.681,130.0043,14.6635,2610.6575,324.1902,36.1976,2.6212,0,94.2087,5.6615,1.5039,0,0,0,117.3909,0,12.2868,0,142.9799,0,2.5776,111452.5234,975.7128,0,11.2427,508.5818,3.1424,0,0,10.7186,1.7378,5802.042,1109.483,5.8777,2.6833,251.4995,167.8686,22.2424,11.9169,421.2001,4.2014,345.3896,10.8993,242.89,3.3634
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.6591,31173.9609,1617.074,0,5.0135,0,9.5241,0,62.5495,815559.875,3662.4619,0,3.7294,1149.7877,52.2923,0,6.8451,178.5856,39.8382,0,76.12,124.6504,77.6095,347.3981,231.0457,69.397,8.2354,48795.6094,229.0928,0,0,221.2023,129.407,359.5415,35.5599,0,4976.0117,477.4653,366.8348,0,2.9843,21.2892,1.9078,0,146.4716,135.4444,15.1191,2548.0662,306.3709,27.8618,2.5372,0,99.2236,2.886,1.4897,0,0,0,112.1649,0,12.9383,0,98.0936,0,2.6631,92674,884.5845,0,11.7859,456.1096,3.0983,0,0,10.4238,1.7242,4466.8872,1001.7156,7.0066,2.7375,279.1626,151.1005,0,25.5509,377.8958,4.1425,302.7753,10.6848,232.7183,3.3988
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.5733,26522.0762,1459.4343,0,5.4627,0,9.4669,0,76.0977,834248.8125,3168.6667,0,3.7,1120.2032,54.0766,0,6.9195,263.3359,40.1132,0,70.4541,361.7001,84.5583,0,796.0234,77.6276,9.0473,48973.0234,246.5749,0,0,178.1579,132.6113,427.055,35.7637,0,4154.083,707.7012,397.0495,0,4.9488,20.217,2.0439,0,182.6291,106.6131,16.0427,2023.3202,283.3537,26.3317,2.6778,0,99.5355,5.0923,1.6002,0,0,0,105.6313,0,14.2299,0,107.505,0,2.7027,78957,820.3265,0,11.9215,467.4127,3.3632,0,0,11.6513,1.8191,4293.3833,1032.2828,4.0264,2.8639,247.9411,155.2492,28.4968,13.2668,387.2264,4.4967,308.8272,11.5809,232.8097,3.6565
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.5525,35865.6445,1537.0598,0,5.4203,0,9.9295,0,60.7776,800350.8125,3158.2627,0,3.9836,1319.7745,53.3132,0,6.8605,234.2732,38.8905,0,66.2934,395.3922,85.1334,305.2638,226.7224,87.7344,8.879,58162.2891,245.9068,0,0,226.1176,121.5028,418.4205,34.7302,0,4048.8179,756.8973,384.5102,0,3.1245,23.9398,2.0844,0,142.4858,152.2607,16.4343,2562.3047,286.6514,32.46,2.7099,0,96.6317,4.5564,1.6146,0,0,0,104.8649,0,18.8378,0,102.3896,0,2.6751,92068.2891,820.332,0,11.565,571.8495,3.5241,0,0,13.6265,1.909,5120.7559,978.8527,6.5096,2.9576,240.6396,147.9884,0,33.0218,462.4633,4.652,361.7332,11.7709,256.0105,3.6826
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.4815,42994.7266,1631.454,0,5.3653,0,9.145,0,58.8687,780532.25,3302.3643,0,3.8951,1294.2963,53.9033,0,10.2859,167.917,37.5161,0,67.1839,266.0304,80.9925,0,844.1433,95.4152,8.7177,57106.0117,234.9696,0,0,362.5296,133.5945,367.7912,33.5656,0,4151.2559,661.5837,357.5677,0,2.9986,21.1157,1.9558,0,138.5229,134.2784,15.1366,2704.5769,292.9027,33.9002,2.6341,0,93.444,4.0857,1.5343,0,0,0,104.7111,0,14.261,0,102.0306,0,2.5298,105812.7188,874.2955,0,11.2102,531.1165,3.2778,0,0,12.7593,1.8279,5576.8262,1037.6373,7.3061,2.8085,255.3674,156.6579,0,39.5849,438.0427,4.3706,367.964,11.4483,251.4035,3.4966
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.2885,35686.1602,1815.6996,0,5.2817,0,9.0212,0,58.2041,795370.3125,3931.2566,0,3.6907,1254.3881,56.4937,0,6.299,210.8777,37.1124,0,77.3476,218.9887,80.1987,0,781.849,84.2346,8.5361,54550.7422,234.7261,0,0,289.5016,138.7151,389.9307,33.1237,0,5284.5537,699.3076,378.2861,0,3.0179,22.562,1.9596,0,136.6071,146.4237,15.4474,2622.3403,344.5777,35.9414,2.6965,0,92.4722,2.4934,1.5546,0,0,0,121.3356,0,15.7342,0,136.2901,0,2.5585,101042.7266,987.5639,0,10.8987,502.6915,3.2101,0,0,12.073,1.7661,5566.6797,1087.441,11.1518,2.8857,249.6668,164.0185,24.4982,12.4095,417.7379,4.2971,342.6626,11.1618,245.934,3.4673
LosArroyos2.1_superficie,LosArroyos,superficie,0,5.0877,29010.9707,1491.0714,0,5.2014,0,9.2699,0,68.2961,830645.375,3084.2844,0,3.8201,967.5471,44.7457,0,7.5383,189.9102,43.5278,0,72.1698,226.9462,79.7646,0,552.4816,79.6256,8.4814,52727.6992,233.1981,0,0,0,219.5468,369.881,38.8565,0,4014.3738,708.5841,370.1832,0,2.8929,21.4354,1.921,0,160.1609,127.3112,15.1703,2347.7654,282.2178,35.4071,2.6899,0,108.1202,5.7951,1.5028,0,0,0,103.3953,0,16.7857,0,108.1831,0,2.6021,76635.3906,772.4788,0,12.8526,493.166,3.2041,0,0,8.0442,1.6835,4302.6274,833.1677,0,8.2614,0,425.3766,33.7296,12.6315,412.4981,4.3036,322.3735,10.9516,237.8219,3.4382
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.2961,33876.2344,1727.4362,0,5.0412,0,9.5368,0,58.6235,806649.9375,3554.1125,0,3.4621,1232.4742,51.7525,0,6.4524,174.9873,37.4096,0,76.733,241.974,78.7212,356.6467,228.9762,76.6728,8.1436,54723.3047,228.8597,0,0,297.6684,129.0423,374.2219,33.4344,0,4686.666,760.2605,353.9646,0,2.9438,24.4562,1.9426,0,137.3295,127.6329,14.7708,2109.4639,313.3282,33.6426,2.594,0,92.8997,4.8673,1.5236,0,0,0,116.4607,0,12.1374,0,97.2548,0,2.7203,92272.5938,924.071,0,11.0531,526.7874,3.2218,0,0,10.6174,1.6539,4759.8491,990.8611,6.9228,2.7598,310.6396,149.6119,27.1774,12.1624,427.1485,4.2616,344.3246,10.9728,249.5234,3.4351
LosArroyos2.1_superficie,LosArroyos,superficie,0,4.361,55292.7148,1586.4518,0,5.9971,0,9.5138,0,55.0702,750215.375,3092.4604,0,4.1218,1459.819,54.464,10.9496,3.1971,69.4544,34.9678,0,59.8835,196.7457,89.3241,375.9949,231.4046,128.2409,9.7639,72552.3672,263.8838,0,0,434.3067,128.3625,257.9612,31.2761,0,3922.729,974.6609,372.2979,0,3.2023,23.8919,2.124,0,128.6815,195.7939,16.8342,2832.4858,271.9877,47.0978,2.9798,0,87.0145,4.526,1.7057,0,0,0,100.2941,10.3202,5.7978,0,99.0322,0,2.7099,107324.0469,816.4371,0,10.3673,629.0262,3.6697,0,0,12.6292,1.9226,5336.0991,997.999,12.0657,3.1418,288.5238,150.3829,51.0045,13.9808,499.8934,4.8057,482.812,13.2766,281.1979,3.8205
LosArroyos2.2_profundo,LosArroyos,profundo,0,5.0542,42138.3281,1852.9893,0,6.4897,0,10.2653,76.4616,34.3007,811100.625,3764.8433,0,4.314,944.7446,50.0667,0,7.1242,413.5832,44.2164,0,65.7667,258.6759,101.1798,465.0977,286.3771,107.9873,9.9446,86403.7812,316.0465,0,0,414.1422,151.9837,640.1086,39.5937,0,4670.8647,0,1397.2532,0,3.9698,23.3179,2.0798,282.6713,83.7308,131.5556,17.2076,2719.8708,296.5034,43.3066,3.1482,150.5518,58.13,4.75,1.8215,0,0,0,96.4411,0,15.4882,0,121.1303,0,2.9347,45711.7656,602.1259,0,12.9446,609.5158,3.8509,0,0,12.2726,2.0073,5935.2505,1228.92,12.2192,3.336,442.4009,185.5676,0,37.7001,360.9175,4.3925,314.8226,11.6446,281.2451,4.0669
LosArroyos2.2_profundo,LosArroyos,profundo,0,4.9867,41494.9609,1913.0619,0,6.6702,0,10.9622,99.1475,35.0516,807570.9375,3677.4895,0,4.6527,861.1973,51.3078,0,7.2524,473.9483,45.29,0,67.2012,392.2858,105.1303,0,1073.7739,104.1328,10.1458,88061.625,302.9641,0,0,335.9012,155.7418,680.7289,40.4867,0,4286.7236,592.1823,433.417,0,4.1833,22.8313,2.108,323.0628,85.5999,147.3132,18.3359,2949.4036,310.4435,45.4898,3.2854,158.1029,59.3236,3.0783,1.8155,0,0,0,97.9344,0,14.1946,0,170.1622,0,2.9925,46599.3008,631.7634,0,13.2398,593.259,3.9049,0,0,11.5871,2.0952,7089.4409,1326.4564,11.4324,3.3816,448.05,201.806,0,0,346.103,4.4243,294.797,11.5398,289.722,4.2097
